,PID,GENDER,TITLE,CATEGORY,NEW_TAG,file_loc,rem_img,season
1530,Men-str153,Men,러프한 매치,street,"['컬러블록', '와펜', '그래픽', '힙합', '가을', '스트릿', '쏘로굿', '어넌', '예스아이씨', '나이스고스트클럽', '엠엘비', '크루치', '패슬', '부츠', '기타', '스니커즈', '목걸이', '펜던트', '메신저', '크로스', '백', '비니', '긴소매', '티셔츠', '트레이닝', '조거', '팬츠', '']",fashion_dataset/street/street_Men_153.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_153.png,가을
1531,Men-str154,Men,이목 집중!,street,"['그래픽', '힙합', '와이드핏', '유니크', '오버핏', '가을', '스트릿', '반스', '알파', '인더스트리', '나이스고스트클럽', '디스이즈네버댓', '엠엠지엘', '매스노운', '최자로드', '루킹포유', '캔버스', '단화', '버킷', '사파리햇', '코튼', '팬츠', '보스턴', '드럼', '더플백', '숏패딩', '숏헤비', '아우터', '긴소매', '티셔츠', '키링', '키케이스', '안경', '']",fashion_dataset/street/street_Men_154.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_154.png,가을
1532,Men-str155,Men,거침없어!,street,"['파스텔', '와이드핏', '힙합', '카무플라주', '캠퍼스', '가을', '스트릿', '써드위브', '엠엠엘지', '낫포너드', '시디스콤마', '나이스고스트클럽', '레드맨션', '백팩', '기타', '컬처', '비니', '후드', '티셔츠', '긴소매', '티셔츠', '패딩', '베스트', '코튼', '팬츠', '']",fashion_dataset/street/street_Men_155.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_155.png,가을
1533,Men-str156,Men,생기 넘치는 하루,street,"['컬러포인트', '스트라이프', '그래픽', '와이드핏', '키높이', '캠퍼스', '비비드', '가을', '스트릿', '1993스튜디오', '네이키드니스', '바운트', '쿠나썬', '카비시', '엠엘비', '위캔더스', '바스틱', '비니', '백팩', '반지', '목걸이', '펜던트', '트레이닝', '조거', '팬츠', '스타디움', '재킷', '니트', '스웨터', '']",fashion_dataset/street/street_Men_156.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_156.png,가을
1534,Men-str157,Men,블랙 러버,street,"['레터링', '올블랙', '카고', '힙합', '가을', '스트릿', '닥터마틴', '어넌', '베이스클레프', '티엔지티', '가터갤러리', '컬럼비아', '유니버시티', '블로퍼', '부츠', '목걸이', '펜던트', '브로치', '배지', '니트', '스웨터', '비니', '트레이닝', '조거', '팬츠', '']",fashion_dataset/street/street_Men_157.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_157.png,가을
1535,Men-str158,Men,오버 핏의 매력,street,"['와펜', '올블랙', '오버핏', '심볼', '키높이', '힙합', '가을', '스트릿', '해브오프듀티', '메이븐워치', '엠엘비', '아조바이아조', '백엔포스', '사파리', '헌팅', '재킷', '쿼츠', '아날로그', '기타', '스니커즈', '트레이닝', '조거', '팬츠', '비니', '후드', '티셔츠', '']",fashion_dataset/street/street_Men_158.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_158.png,가을
1536,Men-str159,Men,카무플라주 활용법,street,"['카무플라주', '그래픽', '힙합', '코듀로이', '카고', '가을', '스트릿', '비에스큐티바이클래시', '어넌', '네이키드니스', '이벳필드', '이티씨이', '시디스콤마', '블로퍼', '부츠', '목걸이', '펜던트', '메신저', '크로스', '백', '트러커', '재킷', '니트', '스웨터', '캡', '야구', '모자', '코튼', '팬츠', '']",fashion_dataset/street/street_Men_159.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_159.png,가을
1537,Men-str160,Men,힙하다 힙해!,street,"['카무플라주', '힙합', '키높이', '그래픽', '카고', '로고플레이', '가을', '스트릿', '글로리아덴', '로드', '쿠나썬', '마하그리드', '비바스튜디오', '어라운드투비', '아조바이아조', '이티씨이', '목걸이', '펜던트', '캔버스', '단화', '스타디움', '재킷', '코튼', '팬츠', '메신저', '크로스', '백', '캡', '야구', '모자', '맨투맨', '스웨트셔츠', '']",fashion_dataset/street/street_Men_160.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_160.png,가을
1538,Men-str161,Men,유니크해!,street,"['레더', '레이어드룩', '그래픽', '워싱', '유니크', '가을', '스트릿', '얼티메이크', '앤드로스', '카비시', '마하그리드', '애니타임로릭', '데이워커', '커스텀에이드', '백팩', '레더', '라이더스', '재킷', '데님', '팬츠', '긴소매', '티셔츠', '후드', '티셔츠', '안경', '블로퍼', '부츠', '']",fashion_dataset/street/street_Men_161.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_161.png,가을
1539,Men-str162,Men,힙한 패션,street,"['레이어드룩', '카고', '스트라이프', '글로시', '레터링', '절개', '가을', '스트릿', '반스', '아르모', '어라운드투비', '디그레', '프리즘웍스', '최자로드', '더셔츠스튜디오', '존오프', '아워웨이브', '캔버스', '단화', '목걸이', '펜던트', '메신저', '크로스', '백', '긴소매', '티셔츠', '코튼', '팬츠', '반소매', '티셔츠', '비니', '패딩', '베스트', '기타', '아우터', '']",fashion_dataset/street/street_Men_162.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_162.png,가을
1540,Men-str163,Men,빈티지 코디,street,"['래글런', '워싱', '빈티지', '카고', '핀턱', '가을', '스트릿', '어라운드투비', '넥스트도어립스', '가터갤러리', '이피티', '최자로드', '아워웨이브', '메신저', '크로스', '백', '트러커', '재킷', '비니', '캔버스', '단화', '키친', '키링', '키케이스', '긴소매', '티셔츠', '코튼', '팬츠', '']",fashion_dataset/street/street_Men_163.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_163.png,가을
1541,Men-str164,Men,블루 컬러 포인트,street,"['컬러포인트', '비비드', '스트라이프', '키높이', '유니크', '스포티', '가을', '스트릿', '블레스드', '뷸렛', '무신사', '스탠다드', '바운트', '세인트페인', '아디다스', '엠엘비', '디스이즈네버댓', '이티씨이', '어넌', '메신저', '크로스', '백', '기타', '컬처', '후드', '티셔츠', '민소매', '티셔츠', '목걸이', '펜던트', '스타디움', '재킷', '트레이닝', '조거', '팬츠', '기타', '상의', '비니', '브로치', '배지', '']",fashion_dataset/street/street_Men_164.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_164.png,가을
1542,Men-str165,Men,코듀로이 활용법,street,"['레이어드룩', '코듀로이', '스트라이프', '컬러블록', '모노톤', '스포티', '플라워', '체인', '가을', '스트릿', '어넌', '언다이드룸', '아디다스', '디스이즈네버댓', '꼼파뇨', '최자로드', '패슬', '존오프', '목걸이', '펜던트', '기타', '스니커즈', '트레이닝', '조거', '팬츠', '백팩', '숏패딩', '숏헤비', '아우터', '맨투맨', '스웨트셔츠', '비니', '기타', '모자', '']",fashion_dataset/street/street_Men_165.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_165.png,가을
1543,Men-str166,Men,유니크해,street,"['그래픽', '스티치', '키높이', '오버핏', '환절기', '유니크', '가을', '스트릿', '예스아이씨', '3130스튜디오', '카비시', '엠엘비', '헌터', '백엔포스', '글로리아덴', '기타', '아우터', '케이스', '슬리브', '캡', '야구', '모자', '메신저', '크로스', '백', '맨투맨', '스웨트셔츠', '데님', '팬츠', '목걸이', '펜던트', '']",fashion_dataset/street/street_Men_166.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_166.png,가을
1544,Men-str167,Men,디테일에 주목,street,"['크롭', '카무플라주', '스티치', '카고', '유니크', '환절기', '레터링', '가을', '스트릿', '비에스큐티바이클래시', '글로리아덴', '네이키드니스', '3130스튜디오', '마하그리드', '비바스튜디오', '이티씨이', '블로퍼', '부츠', '목걸이', '펜던트', '메신저', '크로스', '백', '케이스', '슬리브', '긴소매', '티셔츠', '코튼', '팬츠', '트러커', '재킷', '캡', '야구', '모자', '']",fashion_dataset/street/street_Men_167.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_167.png,가을
1545,Men-str168,Men,스트릿 바이브,street,"['스티치', '카고', '워싱', '날염', '그래픽', '유니크', '환절기', '가을', '스트릿', '비에스큐티바이클래시', '로맨틱크라운', '에이에이에이', '하이텐션', '비바스튜디오', '에잇세컨즈', '가터갤러리', '더파트오브', '구두', '데님', '팬츠', '목걸이', '펜던트', '기타', '아우터', '벨트', '비니', '']",fashion_dataset/street/street_Men_168.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_168.png,가을
1546,Men-str169,Men,힙한 실루엣,street,"['페이즐리', '레이어드룩', '컬러블록', '플렉스', '힙합', '가을', '스트릿', '슈퍼서브', '피스오브마인드', '도미넌트', '고스트릿', '긴소매', '티셔츠', '코튼', '팬츠', '블루종', 'MA-1', '카디건', '']",fashion_dataset/street/street_Men_169.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_169.png,가을
1547,Men-str170,Men,패턴 강조,street,"['레터링', '페이즐리', '힙합', '유니크', '패치워크', '가을', '스트릿', '제너', '콰이어티스트', '가터갤러리', '위더로드', '고스트릿', '메신저', '크로스', '백', '기타', '컬처', '기타', '바지', '니트', '스웨터', '블로퍼', '부츠', '기타', '아우터', '']",fashion_dataset/street/street_Men_170.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_170.png,가을
1548,Men-str171,Men,포근한 모습,street,"['카고', '로고플레이', '레터링', '핀턱', '환절기', '와이드핏', '가을', '스트릿', '비에프엘', '볼컴', '아조바이아조', '마하그리드', '하프크라이즈', '레이아웃', '살로몬', '스포츠스타일', '쿼츠', '아날로그', '메신저', '크로스', '백', '비니', '후드', '티셔츠', '스타디움', '재킷', '데님', '팬츠', '기타', '스니커즈', '']",fashion_dataset/street/street_Men_171.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_171.png,가을
1549,Men-str172,Men,오버 핏 코디,street,"['그래픽', '카고', '벌룬핏', '컬러블록', '환절기', '가을', '스트릿', '비에프엘', '푸마', '너버스', '아조바이아조', '헌터', '카고브로스', '인더스트', '맥우드건', '디지털', '패션스니커즈화', '캡', '야구', '모자', '니트', '스웨터', '메신저', '크로스', '백', '코튼', '팬츠', '셔츠', '블라우스', '스타디움', '재킷', '']",fashion_dataset/street/street_Men_172.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_172.png,가을
1550,Men-str173,Men,개성 있어,street,"['카무플라주', '카고', '환절기', '그래픽', '가을', '스트릿', '인스펙터', '비바스튜디오', '살로몬', '스포츠스타일', '헌터', '이티씨이', '블루종', 'MA-1', '코튼', '팬츠', '기타', '스니커즈', '토트백', '비니', '맨투맨', '스웨트셔츠', '']",fashion_dataset/street/street_Men_173.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_173.png,가을
1551,Men-str174,Men,힙스터는 이렇게!,street,"['스티치', '카고', '글로시', '컬러블록', '힙합', '로고플레이', '오버핏', '가을', '스트릿', '블레스드', '뷸렛', '디아도라', '세븐셀라', '에노우', '오와이', '코닥', '벌스데이수트', '목걸이', '펜던트', '기타', '스니커즈', '데님', '팬츠', '비니', '긴소매', '티셔츠', '메신저', '크로스', '백', '블루종', 'MA-1', '']",fashion_dataset/street/street_Men_174.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_174.png,가을
1552,Men-str175,Men,강렬한 분위기,street,"['셋업코디', '편안한', '원마일웨어', '레터링', '컬러포인트', '카무플라주', '힙합', '가을', '스트릿', '닥터마틴', '언더컨트롤', '파르티멘토', '볼컴', '이스트쿤스트', '블로퍼', '부츠', '버킷', '사파리햇', '메신저', '크로스', '백', '후드', '티셔츠', '트레이닝', '조거', '팬츠', '']",fashion_dataset/street/street_Men_175.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_175.png,가을
1553,Men-str176,Men,힙한 실루엣,street,"['타이다이', '올블랙', '유니크', '가을', '스트릿', '요위', '더블알엘', '레더리', '데호', '플랙', '부츠', '기타', '스니커즈', '반소매', '티셔츠', '셔츠', '블라우스', '메신저', '크로스', '백', '트러커', '재킷', '데님', '팬츠', '']",fashion_dataset/street/street_Men_176.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_176.png,가을
1554,Men-str177,Men,눈에 띄는 실루엣,street,"['플렉스', '레터링', '모노톤', '편안한', '환절기', '가을', '스트릿', '어라운드투비', '멜란지', '마스터', '라이프워크', '아카이브', '볼드', '트래블', '웨이스트', '백', '후드', '집업', '기타', '시계', '비니', '버킷', '사파리햇', '트레이닝', '조거', '팬츠', '피케', '카라', '티셔츠', '']",fashion_dataset/street/street_Men_177.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_177.png,가을
1555,Men-str178,Men,강렬한 모습,street,"['컬러블록', '힙합', '카고', '환절기', '카무플라주', '모노톤', '레터링', '가을', '스트릿', '멜란지', '마스터', '0.387에이유', '살로몬', '스포츠스타일', '라모랭', '에노우', '반소매', '티셔츠', '후드', '집업', '트레이닝', '조거', '팬츠', '안경', '소품', '패션스니커즈화', '비니', '백팩', '기타', '상의', '']",fashion_dataset/street/street_Men_178.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_178.png,가을
1556,Men-str179,Men,패턴 포인트,street,"['힙합', '체크', '유니크', '카고', '환절기', '모노톤', '가을', '스트릿', '멜란지', '마스터', '제너', '이피티', '세븐셀라', '나이스고스트클럽', '에노우', '반소매', '티셔츠', '후드', '집업', '메신저', '크로스', '백', '기타', '컬처', '기타', '스니커즈', '데님', '팬츠', '비니', '피케', '카라', '티셔츠', '']",fashion_dataset/street/street_Men_179.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_179.png,가을
1557,Men-str180,Men,오버 핏 실루엣,street,"['오버핏', '비비드', '레터링', '비', '환절기', '체인', '가을', '스트릿', '무신사', '스탠다드', '언더컨트롤', '블런드스톤', '챔피온', '이지오', '다이아몬드', '레이라', '노앙', '우산', '버킷', '사파리햇', '부츠', '양말', '셔츠', '블라우스', '후드', '집업', '']",fashion_dataset/street/street_Men_180.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_180.png,가을
1558,Men-str181,Men,날씨에 지지 않아,street,"['비', '새틴', '와이드핏', '환절기', '레터링', '오버핏', '핀턱', '가을', '스트릿', '챔피온', '헌터', '위캔더스', '오더아카이브', '파라체이스', '아웃스탠딩', '에노우', '셔츠', '블라우스', '반소매', '티셔츠', '부츠', '스타디움', '재킷', '양말', '숏', '팬츠', '우산', '맨투맨', '스웨트셔츠', '비니', '']",fashion_dataset/street/street_Men_181.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_181.png,가을
1559,Men-str182,Men,손 쉽게 멋 내기,street,"['스트라이프', '컬러블록', '컬러포인트', '심볼', '키높이', '환절기', '가을', '스트릿', '컨버스', '러쉬오프', '위캔더스', '리트리버클럽', '하와', '나이스고스트클럽', '오와이', '파나컬트', '기타', '스니커즈', '목걸이', '펜던트', '스타디움', '재킷', '긴소매', '티셔츠', '캡', '야구', '모자', '메신저', '크로스', '백', '']",fashion_dataset/street/street_Men_182.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_182.png,가을
1560,Men-str183,Men,스트릿 바이브,street,"['비비드', '스티치', '유니크', '키높이', '체인', '컬러포인트', '환절기', '가을', '스트릿', '하와', '와릿이즌', '컨버스', '크림소다랩', '리끌로우', '이즈', '벨트', '백팩', '기타', '스니커즈', '데님', '팬츠', '선글라스', '셔츠', '블라우스', '블루종', 'MA-1', '']",fashion_dataset/street/street_Men_183.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_183.png,가을
1561,Men-str184,Men,모노 톤으로 멋 내기,street,"['모노톤', '심볼', '그래픽', '키높이', '환절기', '가을', '스트릿', '컨버스', '바이시클트로피', '나이스고스트클럽', '우알롱', '이즈', '파나컬트', '캔버스', '단화', '목걸이', '펜던트', '비니', '메신저', '크로스', '백', '레더', '라이더스', '재킷', '긴소매', '티셔츠', '카디건', '데님', '팬츠', '']",fashion_dataset/street/street_Men_184.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_184.png,가을
1562,Men-str185,Men,컬러 포인트!,street,"['스트라이프', '컬러포인트', '로고플레이', '키높이', '심볼', '환절기', '가을', '스트릿', '컨버스', '오버더라인', '에메모가든', '기호', '이스트쿤스트', '논논', '나이스고스트클럽', '배드블루', '캔버스', '단화', '반지', '코튼', '팬츠', '메신저', '크로스', '백', '긴소매', '티셔츠', '목걸이', '펜던트', '비니', '']",fashion_dataset/street/street_Men_185.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_185.png,가을
1563,Men-str186,Men,캐주얼한 셋업,street,"['셋업코디', '와펜', '키높이', '컬러포인트', '그래픽', '체인', '환절기', '가을', '스트릿', '러쉬오프', '컨버스', '뮤지엄바이비컨', '데이', '버빌리안', '트래블', '위캔더스', '와이피와이', '디자인', '스튜디오', '목걸이', '펜던트', '기타', '스니커즈', '안경', '셔츠', '블라우스', '백팩', '맨투맨', '스웨트셔츠', '코튼', '팬츠', '트러커', '재킷', '키링', '키케이스', '']",fashion_dataset/street/street_Men_186.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_186.png,가을
1564,Men-str187,Men,유니크한 아우터 코디,street,"['컬러블록', '그래픽', '힙합', '캐릭터', '유니크', '환절기', '가을', '스트릿', '멜란지', '마스터', '위캔더스', '라이프워크', '버빌리안', '챱챱', '트레이닝', '조거', '팬츠', '안경', '소품', '디퓨저', '캔들', '스타디움', '재킷', '비니', '백팩', '피케', '카라', '티셔츠', '']",fashion_dataset/street/street_Men_187.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_187.png,가을
1565,Men-str188,Men,조거 팬츠 디테일,street,"['그래픽', '타이다이', '컬러블록', '힙합', '환절기', '가을', '스트릿', '디아도라', '라이프', '아카이브', '피아쁘', '나이스고스트클럽', '슈퍼서브', '기타', '스니커즈', '버킷', '사파리햇', '골프가방', '트레이닝', '조거', '팬츠', '긴소매', '티셔츠', '']",fashion_dataset/street/street_Men_188.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_188.png,가을
1566,Men-str189,Men,힙하게 완성,street,"['체인', '힙합', '유니크', '컬러블록', '레터링', '환절기', '스티치', '가을', '스트릿', '닥터마틴', '우알롱', '엑스트라오디너리', '하와', '커스텀멜로우', '파나컬트', '블로퍼', '긴소매', '티셔츠', '비니', '목걸이', '펜던트', '카디건', '']",fashion_dataset/street/street_Men_189.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_189.png,가을
1567,Men-str190,Men,빈티지 패션,street,"['빈티지', '환절기', '카고', '핀턱', '와이드핏', '타이다이', '심볼', '체인', '유니크', '패치워크', '가을', '스트릿', '언더컨트롤', '로드', '하이커', '굿라이프웍스', '브릭', '어글리즈', '우알롱', '레이어무드', '레더리', '와이피와이', '디자인', '스튜디오', '인템포무드', '벨트', '코튼', '팬츠', '트러커', '재킷', '기타', '스니커즈', '캡', '야구', '모자', '목걸이', '펜던트', '메신저', '크로스', '백', '키링', '키케이스', '니트', '스웨터', '']",fashion_dataset/street/street_Men_190.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_190.png,가을
1568,Men-str191,Men,개성 있게,street,"['카고', '환절기', '체크', '컬러블록', '자수', '체인', '가을', '스트릿', '메종미네드', '베테제', '우알롱', '마지언타이틀', '덕다이브', '게스', '레이어무드', '엔에프엘', '트러커', '재킷', '캡', '야구', '모자', '벨트', '웨이스트', '백', '목걸이', '펜던트', '기타', '스니커즈', '']",fashion_dataset/street/street_Men_191.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_191.png,가을
1569,Men-str192,Men,데일리 빈티지,street,"['페인팅', '대미지', '찢청', '워싱', '카무플라주', '심볼', '빈티지', '체인', '절개', '가을', '스트릿', '살로몬', '다이아몬드', '레이라', '파르티멘토', '라모랭', '레이어무드', '그레고리', '쿠스너프', '패션스니커즈화', '긴소매', '티셔츠', '비니', '목걸이', '펜던트', '메신저', '크로스', '백', '데님', '팬츠', '']",fashion_dataset/street/street_Men_192.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_192.png,가을
1570,Men-str193,Men,돋보이는 센스,street,"['컬러포인트', '대미지', '워싱', '로고플레이', '찢청', '와이드핏', '키높이', '유니크', '레이어드룩', '비비드', '절개', '가을', '스트릿', '무신사', '스탠다드', '레이어무드', '어글리즈', '그레이티스트', '테이크이지', '컷더트래쉬', '배드블루', '필로그램', '반소매', '티셔츠', '긴소매', '티셔츠', '목걸이', '펜던트', '기타', '스니커즈', '트러커', '재킷', '셔츠', '블라우스', '메신저', '크로스', '백', '팔찌', '비니', '데님', '팬츠', '']",fashion_dataset/street/street_Men_193.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_193.png,가을
1571,Men-str194,Men,유니크해!,street,"['워싱', '오버핏', '레이어드룩', '파스텔', '스트라이프', '로고플레이', '카고', '환절기', '레터링', '유니크', '가을', '스트릿', '오니츠카타이거', '에메모가든', '로맨틱크라운', '라즈아이', '세븐셀라', '메인부스', '브이투', '패션스니커즈화', '백팩', '반소매', '티셔츠', '긴소매', '티셔츠', '목걸이', '펜던트', '데님', '팬츠', '비니', '트러커', '재킷', '']",fashion_dataset/street/street_Men_194.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_194.png,가을
1572,Men-str195,Men,힙하게 완성,street,"['메쉬', '컬러블록', '그래픽', '레이어드룩', '키높이', '스티치', '힙합', '가을', '스트릿', '닥터마틴', '블레스드', '뷸렛', '유니버셜', '케미스트리', '엑스트라오디너리', '아카이브', '볼드', '아웃스탠딩', '블로퍼', '부츠', '캔버스', '단화', '목걸이', '펜던트', '캡', '야구', '모자', '기타상의', '트레이닝', '조거', '팬츠', '후드', '티셔츠', '']",fashion_dataset/street/street_Men_195.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_195.png,가을
1573,Men-str196,Men,멋스러운 착용,street,"['레더', '컬러블록', '키높이', '유니크', '스티치', '환절기', '가을', '스트릿', '러쉬오프', '닥터마틴', '어라운드투비', '메종미네드', '이에스엔', '미나브', '애끼', '목걸이', '펜던트', '블로퍼', '부츠', '캔버스', '단화', '웨이스트', '백', '기타', '바지', '니트', '스웨터', '트러커', '재킷', '반지', '']",fashion_dataset/street/street_Men_196.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_196.png,가을
1574,Men-str197,Men,스트릿 바이브,street,"['그래픽', '컬러블록', '키높이', '유니크', '카고', '모노톤', '환절기', '가을', '스트릿', '러쉬오프', '로드', '메종미네드', '드네이지', '노아브', '버빌리안', '와이피와이', '디자인', '스튜디오', '목걸이', '펜던트', '캔버스', '단화', '반소매', '티셔츠', '트레이닝', '조거', '팬츠', '카디건', '백팩', '키링', '키케이스', '']",fashion_dataset/street/street_Men_197.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_197.png,가을
1575,Men-str198,Men,뉴트럴 색감,street,"['톤온톤', '레터링', '펀칭', '힙합', '화사한', '뉴트럴톤', '가을', '스트릿', '팀버랜드', '러쉬오프', '메종미네드', '0.387에이유', '기호', '아웃스탠딩', '메인부스', '블로퍼', '목걸이', '펜던트', '니트', '스웨터', '트레이닝', '조거', '팬츠', '메신저', '크로스', '백', '긴소매', '티셔츠', '비니', '']",fashion_dataset/street/street_Men_198.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_198.png,가을
1576,Men-str199,Men,로고 플레이,street,"['로고플레이', '셔링', '컬러포인트', '꾸안꾸', '컬러블록', '글로시', '가을', '스트릿', '예스아이씨', '캡', '야구', '모자', '트레이닝', '조거', '팬츠', '반소매', '티셔츠', '후드', '티셔츠', '']",fashion_dataset/street/street_Men_199.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_199.png,가을
1577,Men-str200,Men,원 포인트 룩,street,"['와이드핏', '로고플레이', '카고', '꾸안꾸', '가을', '스트릿', '엘엠씨', '뉴발란스', '코튼', '팬츠', '맨투맨', '스웨트셔츠', '기타', '스니커즈', '']",fashion_dataset/street/street_Men_200.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_200.png,가을
1578,Men-str201,Men,올 블랙 코디,street,"['카고', '글로시', '올블랙', '빈티지', '컬러블록', '가을', '스트릿', '아디다스', '쿠어', '패션스니커즈화', '코튼', '팬츠', '니트', '스웨터', '레더', '라이더스', '재킷', '']",fashion_dataset/street/street_Men_201.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_201.png,가을
1579,Men-str202,Men,시크한 매력,street,"['아가일', '컬러블록', '절개', '유니크', '대미지', '체인', '레더', '가을', '스트릿', '비바스튜디오', '레더', '라이더스', '재킷', '니트', '스웨터', '코튼', '팬츠', '']",fashion_dataset/street/street_Men_202.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_202.png,가을
1580,Men-str203,Men,유니크해!,street,"['패치워크', '유니크', '워싱', '가을', '스트릿', '애끼', '멜로스', '크로노스', '이에스엔', '쿠스너프', '목걸이', '펜던트', '부츠', '벨트', '니트', '스웨터', '데님', '팬츠', '']",fashion_dataset/street/street_Men_203.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_203.png,가을
1581,Men-str204,Men,진정한 힙스터,street,"['환절기', '크로셰', '스티치', '핀턱', '가을', '스트릿', '액트플러스', '엑스트라오디너리', '비얼디드키드', '필루미네이트', '쎄르페', '트래블', '블로퍼', '비니', '숏', '팬츠', '반소매', '티셔츠', '백팩', '트레이닝', '재킷', '']",fashion_dataset/street/street_Men_204.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_204.png,가을
1582,Men-str205,Men,캐주얼한 무드,street,"['비', '워싱', '컬러블록', '편안한', '로고플레이', '환절기', '가을', '스트릿', '무신사', '스탠다드', '파르티멘토', '메이노브1722', '아카이브', '볼드', '헤이플', '배드블루', '캠퍼', '골프', '우산', '블루종', 'MA-1', '셔츠', '블라우스', '트레이닝', '조거', '팬츠', '목걸이', '펜던트', '비니', '골프화', '']",fashion_dataset/street/street_Men_205.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_205.png,가을
1583,Men-str206,Men,시크한 남자,street,"['레이어드룩', '모노톤', '셔링', '키높이', '힙합', '가을', '스트릿', '배드인배드', '덕다이브', '우알롱', '컨버스', '기호', '노클', '긴소매', '티셔츠', '트레이닝', '조거', '팬츠', '캡', '야구', '모자', '백팩', '패딩', '베스트', '']",fashion_dataset/street/street_Men_206.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_206.png,가을
1584,Men-str207,Men,유니크한 실루엣,street,"['오버핏', '레터링', '레더', '유니크', '컬러포인트', '환절기', '가을', '스트릿', '닥터마틴', '마크에이토리', '엑스트라오디너리', '락사이코', '블로퍼', '맨투맨', '스웨트셔츠', '비니', '카디건', '숏', '팬츠', '']",fashion_dataset/street/street_Men_207.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_207.png,가을
1585,Men-str208,Men,힙한 감성,street,"['오버핏', '페이즐리', '컬러블록', '로고플레이', '모노톤', '플렉스', '환절기', '힙합', '가을', '스트릿', '스테이지', '네임', '유니버셜', '케미스트리', '아차', '우알롱', '라즈아이', '카디건', '버킷', '사파리햇', '반소매', '티셔츠', '목걸이', '펜던트', '']",fashion_dataset/street/street_Men_208.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_208.png,가을
1586,Men-str209,Men,카무플라주의 매력,street,"['카무플라주', '환절기', '비비드', '유니크', '카고', '컬러블록', '가을', '스트릿', '논논', '엑스트라오디너리', '레씨토', '리', '컨버스', '1993스튜디오', '목걸이', '펜던트', '비니', '트레이닝', '재킷', '메신저', '크로스', '백', '숏', '팬츠', '캔버스', '단화', '긴소매', '티셔츠', '']",fashion_dataset/street/street_Men_209.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_209.png,가을
1587,Men-str210,Men,데일리 웨어,street,"['레터링', '오버핏', '가을', '스트릿', '1993스튜디오', '사운즈라이프', '베테제', '에메모가든', '컨버스', '와이피와이', '디자인', '스튜디오', '맨투맨', '스웨트셔츠', '기타', '바지', '캡', '야구', '모자', '보스턴', '드럼', '더플백', '캔버스', '단화', '키링', '키케이스', '']",fashion_dataset/street/street_Men_210.jpg,fashion_dataset_bgrem/street/bgrem_street_Men_210.png,가을
